rank,word,len,partOfSpeech,frequency,dispersion
3320,headline,8,n,9272,0.92
3321,crash,5,v,9101,0.94
3322,venture,7,n,9278,0.92
3323,invasion,8,n,9412,0.91
3324,military,8,n,9288,0.92
3325,nonetheless,11,r,9168,0.93
3326,adequate,8,j,9406,0.91
3327,piano,5,n,8968,0.95
3328,grocery,7,n,9017,0.95
3329,intensity,9,n,9238,0.92
3330,exhibit,7,v,9459,0.9
3331,high,4,r,8771,0.97
3332,blanket,7,n,9385,0.91
3333,margin,6,n,8994,0.95
3334,principal,9,j,9218,0.92
3335,quarterback,11,n,10014,0.85
3336,mouse,5,n,9449,0.9
3337,rope,4,n,9300,0.91
3338,concrete,8,j,8871,0.96
3339,prescription,12,n,9169,0.93
3340,African-American,16,j,9121,0.93
3341,chase,5,v,8980,0.95
3342,document,8,v,9274,0.91
3343,brick,5,n,9069,0.93
3344,recruit,7,v,9028,0.94
3345,patch,5,n,9155,0.93
3346,consensus,9,n,9250,0.92
3347,horror,6,n,8875,0.95
3348,recording,9,n,8866,0.95
3349,changing,8,j,9055,0.93
3350,painter,7,n,9153,0.92
3351,colonial,8,j,9628,0.88
3352,pie,3,n,9019,0.94
3353,sake,4,n,8954,0.94
3354,gaze,4,n,9852,0.86
3355,courage,7,n,8720,0.97
3356,pregnancy,9,n,8944,0.94
3357,swear,5,v,9181,0.92
3358,defeat,6,v,8945,0.94
3359,clue,4,n,8732,0.97
3360,reinforce,9,v,9345,0.9
3361,win,3,n,9584,0.88
3362,confusion,9,n,8751,0.96
3363,slice,5,n,9337,0.9
3364,occupation,10,n,9115,0.92
3365,dear,4,j,9151,0.92
3366,coal,4,n,8928,0.94
3367,sacred,6,j,9018,0.93
3368,criminal,8,n,8854,0.95
3369,formula,7,n,8965,0.94
3370,cognitive,9,j,10166,0.83
3371,collective,10,j,9384,0.9
3372,exact,5,j,8643,0.97
3373,uncle,5,n,9355,0.9
3374,square,6,n,8906,0.94
3375,captain,7,n,9087,0.92
3376,sigh,4,v,10099,0.83
3377,attribute,9,v,9228,0.91
3378,dare,4,v,9033,0.93
3379,okay,4,j,9499,0.88
3380,homeless,8,j,9149,0.92
3381,cool,4,v,8980,0.93
3382,gallery,7,n,8963,0.93
3383,soccer,6,n,9212,0.91
3384,defendant,9,n,9230,0.91
3385,tunnel,6,n,9024,0.93
3386,fitness,7,n,9261,0.9
3387,lap,3,n,9260,0.9
3388,grave,5,n,8868,0.94
3389,toe,3,n,9047,0.92
3390,container,9,n,8956,0.93
3391,virtue,6,n,9111,0.91
3392,abroad,6,r,8788,0.95
3393,architect,9,n,8969,0.93
3394,dramatically,12,r,8712,0.95
3395,makeup,6,n,8916,0.93
3396,inquiry,7,n,9136,0.91
3397,rose,4,n,8988,0.92
3398,surprisingly,12,r,8704,0.95
3399,highlight,9,v,9119,0.91
3400,decrease,8,v,9291,0.89
3401,indication,10,n,8715,0.95
3402,rail,4,n,8826,0.93
3403,anniversary,11,n,8676,0.95
3404,couch,5,n,9209,0.89
3405,alliance,8,n,8948,0.92
3406,hypothesis,10,n,9890,0.83
3407,boyfriend,9,n,8755,0.94
3408,compose,7,v,8866,0.93
3409,peer,4,v,9099,0.9
3410,mess,4,n,8745,0.94
3411,rank,4,v,8879,0.92
3412,legend,6,n,8660,0.95
3413,regulate,8,v,8856,0.93
3414,adolescent,10,n,10568,0.78
3415,shine,5,v,8984,0.91
3416,norm,4,n,9360,0.88
3417,upset,5,v,8570,0.96
3418,remark,6,n,8453,0.97
3419,resign,6,v,8867,0.92
3420,reward,6,n,8662,0.94
3421,gentle,6,j,8766,0.93
3422,related,7,j,9227,0.89
3423,organ,5,n,8596,0.95
3424,lightly,7,r,8893,0.92
3425,concerning,10,i,9329,0.87
3426,invent,6,v,8461,0.96
3427,laughter,8,n,9019,0.9
3428,fit,3,j,8550,0.95
3429,northwest,9,n,8650,0.94
3430,counseling,10,n,9303,0.88
3431,tight,5,r,8980,0.91
3432,receiver,8,n,8882,0.92
3433,ritual,6,n,8883,0.92
3434,insect,6,n,8814,0.92
3435,interrupt,9,v,8757,0.93
3436,salmon,6,n,8860,0.92
3437,favor,5,n,8403,0.97
3438,trading,7,n,8787,0.93
3439,concern,7,v,8702,0.93
3440,magic,5,j,8506,0.95
3441,superior,8,j,8632,0.94
3442,combat,6,n,8675,0.94
3443,stem,4,n,8963,0.9
3444,surgeon,7,n,8519,0.95
3445,acceptable,10,j,8723,0.93
3446,physics,7,n,9184,0.88
3447,rape,4,n,8790,0.92
3448,counsel,7,n,9387,0.86
3449,brush,5,n,8821,0.92
3450,jeans,5,n,8851,0.91
3451,hunt,4,v,8812,0.92
3452,continuous,10,j,8996,0.9
3453,log,3,n,8606,0.94
3454,echo,4,v,8477,0.95
3455,pill,4,n,8537,0.94
3456,excited,7,j,8491,0.95
3457,sculpture,9,n,8659,0.93
3458,compound,8,n,8573,0.94
3459,integrate,9,v,9060,0.89
3460,flour,5,n,9103,0.88
3461,bitter,6,j,8353,0.96
3462,bare,4,j,8943,0.9
3463,slope,5,n,8573,0.94
3464,rent,4,v,8446,0.95
3465,presidency,10,n,8814,0.91
3466,serving,7,n,9453,0.85
3467,subtle,6,j,8442,0.95
3468,greatly,7,r,8648,0.93
3469,bishop,6,n,8639,0.93
3470,drinking,8,n,8446,0.95
3471,delay,5,v,8333,0.96
3472,cry,3,n,8648,0.93
3473,acceptance,10,n,8870,0.9
3474,collapse,8,n,8397,0.95
3475,shop,4,v,8509,0.94
3476,pump,4,n,8617,0.93
3477,candy,5,n,8633,0.93
3478,evil,4,n,8391,0.95
3479,final,5,n,8964,0.89
3480,finance,7,v,8571,0.93
3481,pleased,7,j,8502,0.94
3482,medal,5,n,8991,0.89
3483,beg,3,v,8542,0.93
3484,sponsor,7,v,8542,0.93
3485,ethical,7,j,9018,0.88
3486,secondary,9,j,9121,0.87
3487,slam,4,v,9076,0.88
3488,export,6,n,9013,0.88
3489,experimental,12,j,9019,0.88
3490,melt,4,v,8533,0.93
3491,midnight,8,n,8440,0.94
3492,net,3,j,8563,0.93
3493,curve,5,n,8397,0.95
3494,integrity,9,n,8463,0.94
3495,entitle,7,v,8381,0.95
3496,evident,7,j,8753,0.91
3497,logic,5,n,8646,0.92
3498,essence,7,n,8388,0.94
3499,park,4,v,8650,0.92
3500,exclude,7,v,8780,0.9
3501,harsh,5,j,8092,0.98
3502,closet,6,n,8597,0.92
3503,suburban,8,j,8463,0.93
3504,greet,5,v,8367,0.94
3505,favor,5,i,8357,0.94
3506,interior,8,n,8370,0.94
3507,corridor,8,n,8842,0.89
3508,murder,6,v,8462,0.93
3509,retail,6,j,8600,0.92
3510,pitcher,7,n,8835,0.89
3511,march,5,v,8267,0.95
3512,snake,5,n,8523,0.92
3513,pitch,5,v,8628,0.91
3514,excuse,6,v,8722,0.9
3515,cross,5,n,8207,0.96
3516,weakness,8,n,8275,0.95
3517,pig,3,n,8307,0.95
3518,cold,4,n,8527,0.92
3519,classical,9,j,8475,0.93
3520,estimated,9,j,8464,0.93
3521,T-shirt,7,n,8386,0.94
3522,online,6,r,8729,0.9
3523,unemployment,12,n,8471,0.93
3524,civilization,12,n,8447,0.93
3525,fold,4,v,8630,0.91
3526,patient,7,j,8504,0.92
3527,pop,3,n,8316,0.94
3528,daily,5,r,8405,0.93
3529,reverse,7,v,8154,0.96
3530,missing,7,j,8232,0.95
3531,correlation,11,n,9584,0.82
3532,humanity,8,n,8259,0.95
3533,flash,5,v,8815,0.89
3534,developer,9,n,8671,0.9
3535,reliable,8,j,8302,0.94
3536,excitement,10,n,8160,0.96
3537,beef,4,n,8416,0.93
3538,Islam,5,n,8755,0.89
3539,Roman,5,j,8299,0.94
3540,stretch,7,n,8285,0.94
3541,architecture,12,n,8449,0.92
3542,occasional,10,j,8162,0.95
3543,administrative,14,j,8895,0.88
3544,elbow,5,n,8536,0.91
3545,deadly,6,j,8196,0.95
3546,Muslim,6,n,8498,0.91
3547,Hispanic,8,j,8690,0.89
3548,allegation,10,n,8675,0.89
3549,tip,3,v,8300,0.93
3550,confuse,7,v,8045,0.96
3551,airplane,8,n,8254,0.94
3552,monthly,7,j,8335,0.93
3553,duck,4,n,8335,0.93
3554,dose,4,n,8291,0.93
3555,Korean,6,j,8441,0.92
3556,plead,5,v,8140,0.95
3557,initiate,8,v,8630,0.9
3558,lecture,7,n,8278,0.93
3559,van,3,n,8364,0.92
3560,sixth,5,m,8170,0.95
3561,bay,3,n,8209,0.94
3562,mainstream,10,j,8170,0.94
3563,suburb,6,n,8249,0.93
3564,sandwich,8,n,8298,0.93
3565,unlike,6,j,8103,0.95
3566,trunk,5,n,8400,0.92
3567,rumor,5,n,8023,0.96
3568,implementation,14,n,9293,0.83
3569,swallow,7,v,8583,0.9
3570,motivate,8,v,8324,0.92
3571,render,6,v,8288,0.93
3572,longtime,8,j,8439,0.91
3573,trap,4,v,8030,0.96
3574,restrict,8,v,8340,0.92
3575,cloth,5,n,8287,0.93
3576,seemingly,9,r,8010,0.96
3577,legislative,11,j,8384,0.91
3578,effectiveness,13,n,8889,0.86
3579,enforce,7,v,8162,0.94
3580,lens,4,n,8313,0.92
3581,reach,5,n,7982,0.96
3582,inspector,9,n,8652,0.88
3583,lend,4,v,7961,0.96
3584,plain,5,j,8015,0.95
3585,fraud,5,n,8176,0.93
3586,companion,9,n,8136,0.94
3587,contend,7,v,8249,0.93
3588,nail,4,n,8255,0.92
3589,array,5,n,8167,0.93
3590,strict,6,j,8013,0.95
3591,assemble,8,v,7996,0.95
3592,frankly,7,r,8620,0.88
3593,rat,3,n,8177,0.93
3594,burst,5,v,8393,0.91
3595,hallway,7,n,8717,0.87
3596,cave,4,n,8261,0.92
3597,inevitable,10,j,7889,0.96
3598,southwest,9,n,8190,0.93
3599,monster,7,n,8164,0.93
3600,speed,5,v,7936,0.96
3601,protest,7,v,7871,0.96
3602,unexpected,10,j,7829,0.97
3603,obstacle,8,n,8075,0.94
3604,facilitate,10,v,8946,0.85
3605,encounter,9,n,8073,0.94
3606,rip,3,v,8164,0.93
3607,herb,4,n,8279,0.91
3608,overwhelming,12,j,7831,0.97
3609,integration,11,n,8847,0.85
3610,crystal,7,n,8035,0.94
3611,recession,9,n,8809,0.86
3612,wish,4,n,7789,0.97
3613,top,3,v,8162,0.92
3614,written,7,j,8371,0.9
3615,motive,6,n,8029,0.94
3616,label,5,v,7969,0.95
3617,flood,5,n,7986,0.94
3618,pen,3,n,8117,0.93
3619,ownership,9,n,8177,0.92
3620,nightmare,9,n,7895,0.95
3621,notice,6,n,7762,0.97
3622,inspection,10,n,8128,0.93
3623,supervisor,10,n,8049,0.93
3624,consult,7,v,7778,0.96
3625,arena,5,n,8008,0.94
3626,laugh,5,n,8164,0.92
3627,diagnosis,9,n,8454,0.89
3628,possession,10,n,7828,0.96
3629,forgive,7,v,8003,0.93
3630,warm,4,v,7973,0.94
3631,consistently,12,r,8104,0.92
3632,basement,8,n,7988,0.94
3633,project,7,v,7871,0.95
3634,drift,5,v,8311,0.9
3635,drain,5,v,8123,0.92
3636,last,4,r,8415,0.89
3637,prosecution,11,n,8941,0.83
3638,maximum,7,j,8075,0.92
3639,announcement,12,n,7863,0.95
3640,warrior,7,n,7975,0.93
3641,prediction,10,n,7996,0.93
3642,bacteria,8,n,8256,0.9
3643,questionnaire,13,n,9123,0.82
3644,mud,3,n,8026,0.93
3645,infrastructure,14,n,7961,0.93
3646,hurry,5,v,8723,0.85
3647,privilege,9,n,7923,0.94
3648,temple,6,n,7949,0.94
3649,medium,6,j,8586,0.87
3650,outdoor,7,j,8101,0.92
3651,suck,4,v,8204,0.91
3652,and/or,6,c,8481,0.88
3653,broadcast,9,n,8130,0.91
3654,re,2,i,15773,0.47
3655,leap,4,v,8376,0.89
3656,random,6,j,7818,0.95
3657,past,4,r,7921,0.94
3658,wrist,5,n,8250,0.9
3659,curtain,7,n,8204,0.9
3660,monitor,7,n,7879,0.94
3661,pond,4,n,7971,0.93
3662,domain,6,n,8641,0.86
3663,guilt,5,n,7746,0.96
3664,cattle,6,n,7827,0.95
3665,subject,7,i,8087,0.91
3666,walking,7,n,7847,0.94
3667,playoff,7,n,8803,0.84
3668,minimum,7,j,8011,0.92
3669,fiscal,6,j,8005,0.92
3670,skirt,5,n,8167,0.9
3671,dump,4,v,7689,0.96
3672,hence,5,r,8468,0.87
3673,database,8,n,8094,0.91
3674,uncomfortable,13,j,7667,0.96
3675,aim,3,n,7973,0.92
3676,execute,7,v,7671,0.96
3677,limb,4,n,8018,0.92
3678,ideology,8,n,8485,0.87
3679,average,7,v,8106,0.91
3680,welcome,7,j,7798,0.94
3681,tune,4,v,7934,0.92
3682,continuing,10,j,7845,0.94
3683,harm,4,n,7619,0.96
3684,railroad,8,n,7796,0.94
3685,endure,6,v,7586,0.97
3686,radiation,9,n,7912,0.93
3687,horn,4,n,7813,0.94
3688,chronic,7,j,8036,0.91
3689,peaceful,8,j,7704,0.95
3690,innovation,10,n,8099,0.9
3691,strain,6,n,7713,0.95
3692,guitar,6,n,7712,0.95
3693,replacement,11,n,7734,0.94
3694,behave,6,v,7546,0.97
3695,administer,10,v,8135,0.9
3696,simultaneously,14,r,7960,0.92
3697,dancer,6,n,7664,0.95
3698,amendment,9,n,8132,0.9
3699,guard,5,v,7659,0.95
3700,pad,3,n,7846,0.93
3701,transmission,12,n,7829,0.93
3702,await,5,v,7550,0.96
3703,retired,7,j,7869,0.92
3704,trigger,7,v,7630,0.95
3705,spill,5,v,7798,0.93
3706,grateful,8,j,7597,0.96
3707,grace,5,n,7634,0.95
3708,virtual,7,j,7776,0.93
3709,response,8,i,7868,0.92
3710,colony,6,n,7822,0.93
3711,adoption,8,n,7986,0.91
3712,slide,5,n,7780,0.93
3713,indigenous,10,j,8785,0.83
3714,closed,6,j,7500,0.97
3715,convict,7,v,7940,0.91
3716,civilian,8,n,7889,0.92
3717,towel,5,n,7978,0.91
3718,modify,6,v,8997,0.8
3719,particle,8,n,7925,0.91
3720,award,5,v,7666,0.94
3721,glance,6,n,8122,0.89
3722,prize,5,n,7519,0.96
3723,landing,7,n,7646,0.94
3724,conduct,7,n,7821,0.92
3725,blue,4,n,7671,0.94
3726,boost,5,v,7863,0.92
3727,bat,3,n,7694,0.94
3728,alarm,5,n,7631,0.94
3729,festival,8,n,7775,0.92
3730,grip,4,n,7724,0.93
3731,weird,5,j,7709,0.93
3732,undermine,9,v,7762,0.92
3733,freshman,8,n,7849,0.91
3734,sweat,5,n,8036,0.89
3735,outer,5,j,7618,0.94
3736,European,8,n,7688,0.93
3737,drunk,5,j,7890,0.91
3738,survey,6,v,7556,0.95
3739,research,8,v,7618,0.94
3740,separation,10,n,7760,0.92
3741,traditionally,13,r,7717,0.93
3742,stuff,5,v,7687,0.93
3743,govern,6,v,7668,0.93
3744,southeast,9,n,7589,0.94
3745,intelligent,11,j,7373,0.97
3746,wherever,8,r,7382,0.97
3747,ballot,6,n,9217,0.77
3748,rhetoric,8,n,7765,0.92
3749,convinced,9,j,7389,0.97
3750,driving,7,j,7438,0.96
3751,vitamin,7,n,8245,0.86
3752,enthusiasm,10,n,7368,0.97
3753,accommodate,11,v,7571,0.94
3754,praise,6,v,7379,0.96
3755,injure,6,v,7574,0.94
3756,wilderness,10,n,7916,0.9
3757,nearby,6,r,7545,0.94
3758,endless,7,j,7458,0.95
3759,mandate,7,n,7704,0.92
3760,pause,5,n,8140,0.87
3761,excuse,6,n,7388,0.96
3762,respectively,12,r,8223,0.86
3763,uncertainty,11,n,7671,0.92
3764,chaos,5,n,7304,0.97
3765,short,5,r,7495,0.95
3766,mechanical,10,j,7835,0.9
3767,canvas,6,n,7795,0.91
3768,forty,5,m,7692,0.92
3769,matter,6,d,7396,0.96
3770,lobby,5,n,7556,0.94
3771,profound,8,j,7477,0.95
3772,format,6,n,7910,0.9
3773,trait,5,n,7980,0.89
3774,currency,8,n,7753,0.91
3775,turkey,6,n,7757,0.91
3776,reserve,7,n,7585,0.93
3777,beam,4,n,7625,0.93
3778,abuse,5,v,7554,0.94
3779,astronomer,10,n,8157,0.87
3780,corruption,10,n,7518,0.94
3781,contractor,10,n,7634,0.92
3782,apologize,9,v,7485,0.94
3783,doctrine,8,n,8081,0.87
3784,genuine,7,j,7336,0.96
3785,thumb,5,n,7659,0.92
3786,unity,5,n,7810,0.9
3787,compromise,10,n,7469,0.94
3788,horrible,8,j,7538,0.93
3789,behavioral,10,j,8320,0.85
3790,exclusive,9,j,7402,0.95
3791,scatter,7,v,7461,0.94
3792,commonly,8,r,7861,0.89
3793,convey,6,v,7529,0.93
3794,rush,4,n,7458,0.94
3795,twist,5,v,7875,0.89
3796,complexity,10,n,7813,0.9
3797,fork,4,n,7742,0.91
3798,disk,4,n,7898,0.89
3799,relieve,7,v,7352,0.95
3800,suspicion,9,n,7187,0.97
3801,lock,4,n,7605,0.92
3802,finish,6,n,7585,0.92
3803,residence,9,n,7332,0.95
3804,shame,5,n,7347,0.95
3805,meaningful,10,j,7719,0.9
3806,sidewalk,8,n,7668,0.91
3807,Olympics,8,n,8039,0.87
3808,technological,13,j,7780,0.9
3809,signature,9,n,7349,0.95
3810,pleasant,8,j,7425,0.94
3811,wow,3,u,8016,0.87
3812,suspend,7,v,7228,0.96
3813,rebel,5,n,7525,0.92
3814,frozen,6,j,7474,0.93
3815,desire,6,v,7454,0.93
3816,spouse,6,n,7510,0.93
3817,fluid,5,n,7464,0.93
3818,pension,7,n,7660,0.91
3819,resume,6,v,7243,0.96
3820,theoretical,11,j,8320,0.83
3821,sodium,6,n,7998,0.87
3822,blow,4,n,7324,0.95
3823,promotion,9,n,7416,0.94
3824,delicate,8,j,7332,0.95
3825,forehead,8,n,8123,0.85
3826,rebuild,7,v,7474,0.93
3827,bounce,6,v,7451,0.93
3828,electrical,10,j,7347,0.94
3829,hook,4,n,7382,0.94
3830,detective,9,n,7441,0.93
3831,traveler,8,n,7336,0.94
3832,click,5,v,7549,0.92
3833,compensation,12,n,7512,0.92
3834,signal,6,v,7171,0.97
3835,exit,4,n,7333,0.94
3836,attraction,10,n,7280,0.95
3837,dedicate,8,v,7226,0.96
3838,altogether,10,r,7147,0.97
3839,pickup,6,n,7415,0.93
3840,carve,5,v,7294,0.95
3841,needle,6,n,7378,0.94
3842,belly,5,n,7784,0.89
3843,ship,4,v,7264,0.95
3844,scare,5,v,7367,0.94
3845,portfolio,9,n,7663,0.9
3846,shuttle,7,n,7593,0.91
3847,invisible,9,j,7355,0.94
3848,timing,6,n,7345,0.94
3849,engagement,10,n,7675,0.9
3850,ankle,5,n,7397,0.93
3851,transaction,11,n,7418,0.93
3852,rescue,6,v,7187,0.96
3853,counterpart,11,n,7484,0.92
3854,historically,12,r,7426,0.92
3855,firmly,6,r,7189,0.95
3856,mild,4,j,7211,0.95
3857,rider,5,n,7450,0.92
3858,doll,4,n,7351,0.93
3859,noon,4,n,7425,0.92
3860,exhibit,7,n,7326,0.93
3861,amid,4,i,7264,0.94
3862,identical,9,j,7247,0.94
3863,precise,7,j,7211,0.95
3864,anxious,7,j,7096,0.96
3865,structural,10,j,7870,0.87
3866,residential,11,j,7415,0.92
3867,loud,4,r,7541,0.9
3868,diagnose,8,v,7255,0.94
3869,carbohydrate,12,n,8057,0.85
3870,liberty,7,n,7442,0.91
3871,poster,6,n,7069,0.96
3872,theology,8,n,7866,0.86
3873,nonprofit,9,j,7482,0.91
3874,crawl,5,v,7596,0.9
3875,oxygen,6,n,7191,0.94
3876,handsome,8,j,7512,0.9
3877,magic,5,n,7415,0.92
3878,sum,3,n,7217,0.94
3879,provided,8,c,7431,0.91
3880,businessman,11,n,7190,0.94
3881,promising,9,j,7075,0.96
3882,conscious,9,j,7152,0.95
3883,determination,13,n,7170,0.94
3884,donor,5,n,7231,0.94
3885,hers,4,p,7770,0.87
3886,pastor,6,n,7260,0.93
3887,jazz,4,n,7220,0.94
3888,opera,5,n,7332,0.92
3889,Japanese,8,n,7419,0.91
3890,bite,4,n,7160,0.94
3891,frame,5,v,7063,0.95
3892,evil,4,j,7045,0.96
3893,acquisition,11,n,7338,0.92
3894,pit,3,n,7132,0.94
3895,hug,3,v,7478,0.9
3896,wildlife,8,n,7361,0.91
3897,punish,6,v,6955,0.97
3898,giant,5,n,7102,0.95
3899,primary,7,n,7823,0.86
3900,equity,6,n,7277,0.92
3901,wrong,5,r,7038,0.95
3902,doorway,7,n,7914,0.85
3903,departure,9,n,7008,0.96
3904,elevator,8,n,7535,0.89
3905,teenage,7,j,7030,0.95
3906,guidance,8,n,7399,0.91
3907,happiness,9,n,7036,0.95
3908,statue,6,n,7058,0.95
3909,pursuit,7,n,7070,0.95
3910,repair,6,n,7088,0.95
3911,decent,6,j,6954,0.96
3912,gym,3,n,7229,0.93
3913,oral,4,j,7448,0.9
3914,clerk,5,n,7234,0.93
3915,Israeli,7,n,7673,0.87
3916,envelope,8,n,7241,0.92
3917,reporting,9,n,7184,0.93
3918,destination,11,n,7039,0.95
3919,fist,4,n,7729,0.86
3920,endorse,7,v,7167,0.93
3921,exploration,11,n,7294,0.92
3922,generous,8,j,6907,0.97
3923,bath,4,n,7149,0.93
3924,rescue,6,n,7094,0.94
3925,thereby,7,r,7588,0.88
3926,overall,7,r,7225,0.92
3927,indicator,9,n,7574,0.88
3928,sunlight,8,n,7349,0.91
3929,feedback,8,n,7735,0.86
3930,spectrum,8,n,7216,0.92
3931,purple,6,j,7216,0.92
3932,laser,5,n,7197,0.93
3933,bold,4,j,6936,0.96
3934,reluctant,9,j,6842,0.97
3935,starting,8,n,7118,0.93
3936,expertise,9,n,7219,0.92
3937,practically,11,r,6914,0.96
3938,program,7,v,7015,0.95
3939,picture,7,v,7103,0.93
3940,tune,4,n,6887,0.96
3941,eating,6,n,7067,0.94
3942,age,3,v,7005,0.95
3943,volunteer,9,v,6864,0.97
3944,hint,4,n,6951,0.95
3945,sharply,7,r,6966,0.95
3946,parade,6,n,7010,0.95
3947,advocate,8,v,7198,0.92
3948,realm,5,n,7261,0.91
3949,ban,3,n,7070,0.94
3950,strip,5,v,6894,0.96
3951,cancel,6,v,6932,0.95
3952,blend,5,v,7238,0.91
3953,therapist,9,n,7170,0.92
3954,slice,5,v,7316,0.9
3955,peel,4,v,7182,0.92
3956,pizza,5,n,7130,0.93
3957,recipient,9,n,7126,0.93
3958,hesitate,8,v,7462,0.88
3959,flip,4,v,7274,0.91
3960,accounting,10,n,7319,0.9
3961,debate,6,v,6952,0.95
3962,bias,4,n,7388,0.89
3963,huh,3,u,7563,0.87
3964,metaphor,8,n,7461,0.88
3965,candle,6,n,7204,0.91
3966,handle,6,n,7101,0.93
3967,worry,5,n,6811,0.96
3968,judicial,8,j,7213,0.91
3969,entity,6,n,7276,0.9
3970,suffering,9,n,6955,0.94
3971,full-time,9,j,6945,0.94
3972,feel,4,n,6939,0.95
3973,lamp,4,n,7290,0.9
3974,garbage,7,n,6933,0.95
3975,servant,7,n,7064,0.93
3976,addition,8,n,7027,0.93
3977,regulatory,10,j,7274,0.9
3978,diplomatic,10,j,7193,0.91
3979,elegant,7,j,6974,0.94
3980,inside,6,n,6955,0.94
3981,reception,9,n,6896,0.95
3982,vanish,6,v,7154,0.91
3983,automatically,13,r,6823,0.96
3984,chin,4,n,7585,0.86
3985,trail,5,v,7049,0.93
3986,necessity,9,n,7071,0.92
3987,confess,7,v,6815,0.96
3988,racism,6,n,7026,0.93
3989,starter,7,n,7487,0.87
3990,interior,8,j,6931,0.94
3991,banking,7,n,7120,0.92
3992,casual,6,j,6946,0.94
3993,gravity,7,n,7000,0.93
3994,enroll,6,v,7053,0.92
3995,diminish,8,v,6875,0.95
3996,prevention,10,n,7352,0.88
3997,Arab,4,n,7222,0.9
3998,value,5,v,7000,0.93
3999,minimize,8,v,7139,0.91
4000,chop,4,v,7452,0.87
4001,performer,9,n,6896,0.94
4002,intent,6,n,6879,0.94
4003,isolate,7,v,6920,0.94
4004,pump,4,v,6765,0.96
4005,inventory,9,n,7090,0.92
4006,productive,10,j,7006,0.93
4007,assembly,8,n,6914,0.94
4008,civic,5,j,7088,0.91
4009,silk,4,n,7128,0.91
4010,magnitude,9,n,7115,0.91
4011,steep,5,j,6972,0.93
4012,hostage,7,n,8605,0.75
4013,collector,9,n,6976,0.93
4014,popularity,10,n,6836,0.95
4015,kiss,4,n,7195,0.9
4016,alien,5,n,7134,0.9
4017,dynamic,7,j,7175,0.9
4018,scary,5,j,6865,0.94
4019,equation,8,n,7372,0.87
4020,angel,5,n,6978,0.92
4021,switch,6,n,6781,0.95
4022,offering,8,n,6856,0.94
4023,rage,4,n,6877,0.94
4024,photography,11,n,7087,0.91
4025,repair,6,v,6730,0.96
4026,toilet,6,n,6939,0.93
4027,disappointed,12,j,6724,0.96
4028,precious,8,j,6716,0.96
4029,prohibit,8,v,6896,0.93
4030,representative,14,j,7008,0.92
4031,content,7,j,7113,0.9
4032,realistic,9,j,6786,0.95
4033,Russian,7,n,6891,0.93
4034,hidden,6,j,6787,0.95
4035,command,7,v,6688,0.96
4036,tender,6,j,7013,0.92
4037,wake,4,n,6630,0.97
4038,gathering,9,n,6671,0.96
4039,outstanding,11,j,6803,0.94
4040,stumble,7,v,7076,0.91
4041,lonely,6,j,6868,0.94
4042,automobile,10,n,6829,0.94
4043,artificial,10,j,6730,0.95
4044,dawn,4,n,6929,0.93
4045,abstract,8,j,7165,0.9
4046,descend,7,v,6896,0.93
4047,silly,5,j,6857,0.93
4048,hook,4,v,6800,0.94
4049,tide,4,n,6698,0.96
4050,shared,6,j,7069,0.91
4051,hopefully,9,r,6986,0.92
4052,readily,7,r,6964,0.92
4053,cooperate,9,v,6763,0.95
4054,revolutionary,13,j,6886,0.93
4055,romance,7,n,6705,0.95
4056,hardware,8,n,6951,0.92
4057,pillow,6,n,7122,0.9
4058,kit,3,n,6912,0.92
4059,cook,4,n,6866,0.93
4060,spread,6,n,6686,0.95
4061,continent,9,n,6730,0.95
4062,seal,4,v,6660,0.96
4063,circuit,7,n,6747,0.94
4064,sink,4,n,7052,0.9
4065,ruling,6,n,6947,0.92
4066,shortage,8,n,6776,0.94
4067,annually,8,r,6928,0.92
4068,lately,6,r,6696,0.95
4069,trap,4,n,6694,0.95
4070,scan,4,v,6879,0.92
4071,fool,4,n,6990,0.91
4072,deadline,8,n,6932,0.91
4073,rear,4,j,6910,0.92
4074,processing,10,n,7220,0.88
4075,ranch,5,n,6759,0.94
4076,coastal,7,j,6880,0.92
4077,undertake,9,v,7044,0.9
4078,softly,6,r,7487,0.84
4079,reserve,7,v,6636,0.95
4080,burning,7,j,6665,0.95
4081,verbal,6,j,7227,0.87
4082,tribal,6,j,6995,0.9
4083,ridiculous,10,j,6695,0.94
4084,automatic,9,j,6580,0.96
4085,diamond,7,n,6743,0.93
4086,credibility,11,n,6742,0.93
4087,import,6,n,6944,0.91
4088,sexually,8,r,6806,0.93
4089,spring,6,v,6689,0.94
4090,way,3,r,6604,0.95
4091,divine,6,j,7059,0.89
4092,sentiment,9,n,6658,0.95
4093,cart,4,n,6822,0.92
4094,oversee,7,v,6773,0.93
4095,stem,4,v,6712,0.94
4096,elder,5,n,6808,0.92
4097,pro,3,n,6867,0.91
4098,inspiration,11,n,6584,0.95
4099,Dutch,5,j,6690,0.94
4100,quantity,8,n,6833,0.92
4101,trailer,7,n,6713,0.93
4102,mate,4,n,6693,0.94
4103,o'clock,7,r,6972,0.97
4104,Greek,5,j,6642,0.94
4105,genius,6,n,6509,0.96
4106,monument,8,n,6680,0.94
4107,bid,3,n,6954,0.9
4108,quest,5,n,6613,0.95
4109,sacrifice,9,n,6591,0.95
4110,invitation,10,n,6460,0.97
4111,accuracy,8,n,6942,0.9
4112,juror,5,n,7497,0.83
